head,tail,label,predict
Q7278621,Q186485,NA,NA
Q3233936,Q39792,NA,NA
Q3233936,Q357001,NA,NA
Q3233936,Q314290,NA,NA
Q2410828,Q457214,NA,NA
Q2410828,Q1101883,NA,NA
Q14934872,Q3278287,NA,NA
Q7327901,Q1765120,NA,director
Q7327901,Q1540185,NA,screenwriter
Q4820793,Q361,NA,NA
Q5500105,Q866918,NA,NA
Q1139541,Q6488,NA,NA
Q1139541,Q6475,NA,NA
Q12540008,Q12101789,NA,NA
Q1753708,Q1766623,NA,NA
Q1753708,Q1766623,NA,main subject
Q3402011,Q5515783,NA,NA
Q313156,Q2038354,NA,NA
Q313156,Q2038354,NA,director
Q313156,Q1255744,NA,NA
Q903798,Q219546,NA,NA
Q4866771,Q852314,NA,NA
Q168821,Q296028,NA,NA
Q3187624,Q152499,NA,NA
Q6276052,Q6276051,NA,NA
Q2623516,Q8676,NA,NA
Q1073420,Q910209,NA,NA
Q5117540,Q200019,NA,NA
Q3282540,Q381203,NA,NA
Q704126,Q34021,NA,NA
Q270378,Q127743,NA,NA
Q270378,Q47164,NA,NA
Q270378,Q94247,NA,NA
Q471720,Q94123,NA,NA
Q4315169,Q2914820,NA,NA
Q2617038,Q187058,NA,NA
Q2617038,Q158214,NA,NA
Q2617038,Q1192750,NA,NA
Q16927551,Q2060470,NA,NA
Q16927551,Q2060470,NA,NA
Q16927551,Q2060470,NA,NA
Q16927551,Q2060470,NA,country
Q16927551,Q2060470,NA,applies to jurisdiction
Q16927551,Q2060470,NA,applies to jurisdiction
Q13415967,Q362,NA,NA
Q7508279,Q230180,NA,NA
Q7508279,Q130034,NA,NA
Q7760130,Q6170945,NA,NA
Q6140577,Q361,NA,NA
Q21528943,Q62266,NA,work location
Q2706496,Q8356,NA,NA
Q1414724,Q19682450,NA,NA
Q596282,Q362,NA,NA
Q697300,Q357597,NA,NA
Q697300,Q680692,NA,NA
Q931906,Q1515,NA,NA
Q20496339,Q262446,NA,NA
Q3706969,Q2882236,NA,NA
Q1349020,Q318418,NA,NA
Q149571,Q3214,NA,NA
Q42048221,Q16728790,NA,NA
Q5349941,Q311699,NA,NA
Q1759822,Q3714065,NA,NA
Q6937637,Q349852,NA,NA
Q13567332,Q131626,NA,director
Q823026,Q867675,NA,composer
Q784610,Q80739,NA,NA
Q20810643,Q1960,NA,NA
Q829695,Q307882,NA,NA
Q23577,Q268039,NA,country
Q871012,Q546869,NA,NA
Q282267,Q361,NA,NA
Q2448835,Q5559073,NA,NA
Q2448835,Q94247,NA,NA
Q16155808,Q3766,NA,NA
Q7397535,Q899310,NA,NA
Q225604,Q731439,NA,NA
Q3028641,Q124504,NA,NA
Q10904058,Q708937,NA,NA
Q402118,Q402345,NA,NA
Q1998570,Q362,NA,NA
Q1170347,Q44561,NA,NA
Q66135,Q849697,NA,NA
Q5809,Q2153101,NA,NA
Q28591,Q182865,NA,NA
Q139315,Q7269,NA,work location
Q3784949,Q2156306,NA,NA
Q1396260,Q4670,NA,NA
Q19363883,Q1924847,NA,NA
Q7858681,Q940924,NA,NA
Q7858681,Q1334296,NA,NA
Q7858681,Q177984,NA,NA
Q1454546,Q228645,NA,NA
Q1564997,Q361,NA,NA
Q191882,Q79911,NA,NA
Q15080189,Q230633,NA,NA
Q4117132,Q182865,NA,NA
Q2612734,Q2332157,NA,NA
Q3632416,Q3278367,NA,part of
Q18163087,Q487096,NA,NA
Q8898639,Q242478,NA,NA
Q7047033,Q361,NA,NA
Q4186774,Q230383,NA,NA
Q494985,Q436719,NA,NA
Q2299694,Q834540,NA,NA
Q5523933,Q4979520,NA,NA
Q1595458,Q48249,NA,NA
Q3819227,Q60,NA,NA
Q7776313,Q4768266,NA,NA
Q366922,Q231,NA,NA
Q16736863,Q2597901,NA,NA
Q275651,Q1741,NA,operator
Q14705790,Q678233,NA,NA
Q196685,Q2685,NA,NA
Q196685,Q40026,NA,NA
Q196685,Q200841,NA,residence
Q24262082,Q309014,NA,NA
Q18645274,Q449141,NA,NA
Q3857946,Q362,NA,NA
Q3280692,Q230184,NA,NA
Q3280692,Q269809,NA,NA
Q3280692,Q202172,NA,NA
Q3532070,Q95034,NA,NA
Q1091454,Q361,NA,NA
Q8880,Q8882,NA,NA
Q8880,Q8882,NA,NA
Q8880,Q8882,NA,NA
Q2686932,Q7056819,NA,NA
Q6078985,Q162782,NA,NA
Q2614404,Q1985059,NA,participant of
Q213529,Q362,NA,NA
Q13562643,Q42101,NA,NA
Q13562643,Q229410,NA,NA
Q2512714,Q3894,NA,NA
Q28609630,Q759556,NA,NA
Q1341849,Q50753,NA,NA
Q705387,Q452788,NA,NA
Q5420384,Q262170,NA,NA
Q703955,Q45772100,NA,located in the administrative territorial entity
Q5644731,Q371394,NA,NA
Q16970384,Q1553,NA,NA
Q7368064,Q23092085,NA,NA
Q170603,Q12356456,NA,NA
Q60566,Q10859,NA,NA
Q801267,Q320462,NA,NA
Q846633,Q3595110,NA,NA
Q846633,Q147395,NA,NA
Q846633,Q310867,NA,NA
Q105364,Q362,NA,distributor
Q2343574,Q2982124,NA,NA
Q7517725,Q3595178,NA,director
Q92106,Q1733,NA,NA
Q3915966,Q12332814,NA,NA
Q3915966,Q3430286,NA,NA
Q892714,Q49225,NA,NA
Q37610,Q361,NA,NA
Q492498,Q9543,NA,NA
Q492498,Q2038656,NA,NA
Q438430,Q25475,NA,NA
Q1248561,Q2908012,NA,NA
Q5417359,Q24861,NA,NA
Q1651160,Q6602,NA,NA
Q3028494,Q1573962,NA,NA
Q2510973,Q118958,NA,NA
Q2724371,Q233118,NA,NA
Q838389,Q736412,NA,NA
Q1672926,Q26,NA,NA
Q1499694,Q212879,NA,NA
Q1499694,Q309989,NA,NA
Q30640854,Q2050534,NA,NA
Q1755362,Q736619,NA,NA
Q1804559,Q506290,NA,NA
Q107656,Q84,NA,NA
Q313607,Q1410,NA,NA
Q811340,Q867675,NA,manufacturer
Q1134468,Q907700,NA,NA
Q757988,Q127743,NA,participant of
Q34513,Q4120,NA,NA
Q4297364,Q649,NA,NA
Q1445784,Q580,NA,NA
Q3601134,Q48249,NA,NA
Q6713718,Q72259,NA,NA
Q6713718,Q72259,NA,NA
Q892189,Q205355,NA,NA
Q2355787,Q9550,NA,NA
Q453223,Q829,NA,work location
Q764016,Q207689,NA,NA
Q2287650,Q608427,NA,NA
Q2287650,Q608427,NA,NA
Q6483678,Q78505,NA,NA
Q6483678,Q296491,NA,NA
Q1030,Q207531,NA,NA
Q188559,Q2341073,NA,NA
Q237116,Q102551,NA,NA
Q454674,Q2038656,NA,NA
Q511371,Q436784,NA,NA
Q511371,Q182580,NA,NA
Q16254758,Q1396281,NA,NA
Q7532073,Q95089,NA,NA
Q11146901,Q79848,NA,NA
Q5085816,Q771918,NA,NA
Q17479444,Q362,NA,NA
Q17403709,Q84,NA,NA
Q116349,Q40475,NA,participant of
Q116349,Q366956,NA,NA
Q116349,Q457229,NA,NA
Q30602665,Q41548,NA,NA
Q2612933,Q361,NA,NA
Q2612933,Q362,NA,member of political party
Q805871,Q49219,NA,NA
Q805871,Q65,NA,director
Q469654,Q739542,NA,NA
Q469654,Q2872139,NA,NA
Q5562533,Q4165317,NA,work location
Q245208,Q3925,NA,NA
Q805032,Q986857,NA,NA
Q8288,Q183,NA,NA
Q4890673,Q10859,NA,NA
Q81931,Q170156,NA,NA
Q81931,Q170156,NA,NA
Q16161166,Q106909,NA,NA
Q16389838,Q2031292,NA,location of formation
Q16389838,Q229048,NA,NA
Q2283567,Q106123,NA,NA
Q7563452,Q1395425,NA,located on terrain feature
Q337556,Q237253,NA,NA
Q6865750,Q3044707,NA,NA
Q346546,Q1010550,NA,NA
Q2418937,Q465442,NA,NA
Q2418937,Q472282,NA,NA
Q2418937,Q190519,NA,NA
Q2418937,Q60422,NA,NA
Q98559,Q3033,NA,NA
Q2527066,Q514227,NA,NA
Q1007005,Q574249,NA,NA
Q3550363,Q7444314,NA,NA
Q30638256,Q16832110,NA,NA
Q3158790,Q340,NA,NA
Q6954071,Q6195277,NA,NA
Q6954071,Q2357797,NA,NA
Q1245643,Q60,NA,NA
Q15977619,Q728802,NA,NA
Q830648,Q834834,NA,NA
Q23628,Q1176208,NA,NA
Q23628,Q104061,NA,NA
Q706444,Q55411,NA,NA
Q765790,Q582269,NA,NA
Q25713183,Q26856861,NA,NA
Q804976,Q2565455,NA,NA
Q32488,Q264306,NA,NA
Q1766888,Q108283,NA,NA
Q1766888,Q484881,NA,NA
Q3276178,Q38283,NA,NA
Q18358245,Q6373530,NA,NA
Q828545,Q16552,NA,NA
Q828545,Q16552,NA,NA
Q828545,Q16552,NA,NA
Q828545,Q16552,NA,NA
Q828545,Q16552,NA,NA
Q828545,Q16552,NA,NA
Q828545,Q49233,NA,main subject
Q828545,Q49233,NA,NA
Q6776341,Q80330,NA,NA
Q4368353,Q718036,NA,NA
Q902791,Q11194,NA,NA
Q6756342,Q1781,NA,NA
Q527753,Q1321427,NA,NA
Q81145,Q981690,NA,NA
Q2523064,Q1189353,NA,NA
Q6956598,Q2087610,NA,NA
Q6956598,Q3521317,NA,NA
Q1058512,Q2685,NA,NA
Q236,Q191728,NA,NA
Q7372496,Q2312801,NA,NA
Q7372496,Q442668,NA,NA
Q76586,Q1085,NA,NA
Q6236821,Q8676,NA,NA
Q800564,Q801991,NA,NA
Q1019487,Q13224,NA,NA
Q514998,Q361,NA,NA
Q315607,Q26013,NA,NA
Q1136442,Q362,NA,NA
Q986438,Q248445,NA,NA
Q4646118,Q2104718,NA,NA
Q15040917,Q212064,NA,NA
Q2348744,Q361,NA,NA
Q2348744,Q362,NA,NA
Q548296,Q1489,NA,NA
Q3079196,Q2471362,NA,NA
Q1369302,Q218886,NA,NA
Q2035804,Q1348946,NA,NA
Q1791677,Q152499,NA,NA
Q234771,Q111207,NA,NA
Q4894397,Q10717,NA,NA
Q867646,Q2533552,NA,NA
Q1062416,Q253391,NA,NA
Q824986,Q867675,NA,participant of
Q2484795,Q37806,NA,NA
Q899078,Q362,NA,NA
Q7327361,Q138338,NA,NA
Q183513,Q199927,NA,NA
Q183513,Q186757,NA,NA
Q183513,Q312885,NA,located in the administrative territorial entity
Q2288595,Q14641,NA,director
Q28197599,Q7433090,NA,NA
Q4649590,Q192896,NA,NA
Q16619382,Q207578,NA,NA
Q268905,Q573338,NA,participant of
Q65251,Q1726,NA,NA
Q5306758,Q108941,NA,operator
Q872495,Q2487,NA,NA
Q118251,Q244451,NA,NA
Q118251,Q244451,NA,NA
Q118251,Q244451,NA,NA
Q2120057,Q205355,NA,NA
Q698492,Q481832,NA,NA
Q1267664,Q50748,NA,operator
Q19881294,Q231556,NA,participant of
Q835751,Q834834,NA,NA
Q257532,Q1577458,NA,NA
Q10860399,Q2742227,NA,work location
Q3538584,Q1577458,NA,NA
Q5595698,Q5595697,NA,NA
Q1021290,Q184644,NA,NA
Q14629364,Q40949,NA,NA
Q28840386,Q166389,NA,NA
Q7128482,Q5589906,NA,NA
Q7128482,Q278980,NA,NA
Q7128482,Q3531872,NA,NA
Q1994309,Q10859,NA,NA
Q510641,Q102813,NA,NA
Q510641,Q24829,NA,NA
Q1620416,Q233848,NA,NA
Q1620416,Q318734,NA,NA
Q1620416,Q9960,NA,NA
Q7086186,Q158904,NA,member of political party
Q2377198,Q105987,NA,NA
Q2377198,Q336865,NA,NA
Q2377198,Q203819,NA,NA
Q310107,Q6475,NA,NA
Q4649693,Q806177,NA,participant of
Q4640242,Q361,NA,NA
Q28936722,Q492313,NA,NA
Q57587,Q2657479,NA,NA
Q461684,Q76172,NA,NA
Q461684,Q60766,NA,NA
Q20649166,Q952690,NA,NA
Q921867,Q328215,NA,participant of
Q93166,Q14960,NA,NA
Q470320,Q564867,NA,NA
Q7990601,Q736412,NA,NA
Q6402282,Q6733767,NA,NA
Q596984,Q101797,NA,NA
Q1159000,Q218,NA,NA
Q1726158,Q38200,NA,headquarters location
Q1726158,Q38200,NA,NA
Q5607180,Q1054923,NA,NA
Q6934298,Q7181087,NA,NA
Q801473,Q268299,NA,NA
Q2060830,Q180919,NA,NA
Q5368383,Q483330,NA,NA
Q1445622,Q9535,NA,NA
Q1442306,Q4141279,NA,NA
Q653251,Q95002,NA,NA
Q653251,Q43203,NA,NA
Q577065,Q175271,NA,NA
Q6825735,Q342723,NA,NA
Q2648028,Q188806,NA,NA
Q758045,Q204561,NA,NA
Q18352605,Q16065114,NA,NA
Q1778759,Q361,NA,NA
Q1778759,Q361,NA,NA
Q4719110,Q8676,NA,NA
Q1359792,Q4348950,NA,NA
Q645136,Q2400801,NA,NA
Q471364,Q1020393,NA,NA
Q4317226,Q953423,NA,location of formation
Q1250966,Q292453,NA,NA
Q3955017,Q868404,NA,NA
Q30600618,Q5520823,NA,NA
Q776841,Q362,NA,main subject
Q748577,Q2366279,NA,NA
Q5528166,Q48249,NA,NA
Q2264567,Q1592424,NA,NA
Q592576,Q1658460,NA,NA
Q1200869,Q138005,NA,participant of
Q4545961,Q402203,NA,NA
Q280528,Q739170,NA,NA
Q3481669,Q253384,NA,NA
Q4757299,Q8676,NA,NA
Q3862911,Q36159,NA,NA
Q15678074,Q34647,NA,NA
Q2553039,Q10859,NA,NA
Q16653481,Q286410,NA,participant of
Q9375711,Q362,NA,NA
Q5219834,Q362,NA,instance of
Q64476,Q362,NA,NA
Q493937,Q728802,NA,located in the administrative territorial entity
Q493937,Q16520,NA,NA
Q8071484,Q320115,NA,NA
Q8071484,Q6358169,NA,NA
Q2433888,Q4926022,NA,NA
Q1148666,Q3239152,NA,NA
Q28606422,Q185944,NA,NA
Q8077241,Q1634815,NA,NA
Q335088,Q798581,NA,NA
Q631463,Q9543,NA,NA
Q6679443,Q254106,NA,NA
Q11209,Q735015,NA,NA
Q11209,Q735015,NA,NA
Q11209,Q735015,NA,operator
Q11209,Q735015,NA,NA
Q662669,Q1020942,NA,NA
Q10828,Q313301,NA,NA
Q20650021,Q7935988,NA,NA
Q6298054,Q1335359,NA,NA
Q5875200,Q3082766,NA,NA
Q5875200,Q7933027,NA,NA
Q5875200,Q6135522,NA,NA
Q735824,Q361,NA,NA
Q24204842,Q254106,NA,NA
Q10459740,Q5465,NA,NA
Q7692963,Q2096,NA,NA
Q2578409,Q802624,NA,NA
Q7494970,Q6250305,NA,developer
Q6500838,Q1062689,NA,developer
Q766375,Q2634,NA,developer
Q4711654,Q2096,NA,operator
Q1199357,Q290666,NA,NA
Q7359754,Q3278367,NA,NA
Q3196468,Q806551,NA,NA
Q582281,Q228928,NA,NA
Q217307,Q178552,NA,NA
Q217307,Q296370,NA,NA
Q217307,Q379808,NA,NA
Q217307,Q65932,NA,participant of
Q217307,Q242523,NA,NA
Q217307,Q233054,NA,NA
Q217307,Q238912,NA,NA
Q497936,Q489253,NA,operator
Q805065,Q2691503,NA,country of citizenship
Q805065,Q506402,NA,NA
Q823654,Q404517,NA,NA
Q3443524,Q141430,NA,NA
Q658923,Q361,NA,NA
Q75640,Q362,NA,NA
Q690491,Q362,NA,NA
Q1546143,Q55264,NA,NA
Q4919958,Q585,NA,NA
Q311265,Q516760,NA,NA
Q2485504,Q5557977,NA,NA
Q977916,Q2551347,NA,NA
Q16214355,Q111739,NA,NA
Q5566016,Q4544753,NA,NA
Q5071396,Q2050534,NA,NA
Q5172277,Q3915268,NA,NA
Q2082822,Q1111542,NA,NA
Q2082822,Q41871,NA,NA
Q4700866,Q5100347,NA,NA
Q7461315,Q1498,NA,NA
Q2505525,Q568743,NA,NA
Q4968018,Q3822479,NA,NA
Q6011294,Q34,NA,NA
Q7185807,Q361,NA,NA
Q5918514,Q94081,NA,NA
Q5539827,Q80330,NA,NA
Q5539827,Q689433,NA,NA
Q5539827,Q4872334,NA,NA
Q7093063,Q356309,NA,NA
Q6947810,Q7928068,NA,NA
Q1436893,Q502048,NA,NA
Q590869,Q122614,NA,NA
Q471993,Q175991,NA,NA
Q3012585,Q44313,NA,NA
Q5331470,Q1190439,NA,NA
Q5219120,Q8676,NA,NA
Q3522562,Q270517,NA,director
Q3522562,Q362,NA,NA
Q24230260,Q64138,NA,NA
Q2612210,Q1985059,NA,NA
Q7260466,Q278006,NA,NA
Q3969216,Q223656,NA,NA
Q1291126,Q205355,NA,NA
Q14396397,Q295592,NA,NA
Q14396397,Q371860,NA,main subject
Q1225748,Q572544,NA,NA
Q2626413,Q193076,NA,NA
Q111934,Q2805,NA,NA
Q698796,Q47664,NA,NA
Q883213,Q204590,NA,NA
Q3532876,Q1322453,NA,NA
Q5244852,Q1157050,NA,NA
Q69982,Q71166,NA,NA
Q59498,Q181678,NA,NA
Q2492550,Q4955209,NA,director
Q362405,Q929481,NA,NA
Q584416,Q129864,NA,NA
Q8965221,Q14773,NA,NA
Q19263777,Q34012,NA,NA
Q1370968,Q12439,NA,NA
Q7111179,Q232104,NA,genre
Q6426181,Q3633989,NA,NA
Q67845,Q849697,NA,NA
Q5605562,Q320514,NA,NA
Q5270884,Q3595584,NA,NA
Q32141,Q179,NA,NA
Q32141,Q6394,NA,NA
Q32141,Q6425,NA,NA
Q32141,Q868963,NA,NA
Q15223256,Q1183418,NA,NA
Q15223256,Q473833,NA,NA
Q1324212,Q932289,NA,operator
Q3086042,Q207318,NA,NA
Q20273809,Q23337,NA,NA
Q3294814,Q449240,NA,NA
Q2756724,Q193653,NA,NA
Q2756724,Q76895,NA,NA
Q4115156,Q37643,NA,NA
Q12131348,Q432833,NA,main subject
Q12131348,Q251634,NA,NA
Q355643,Q207318,NA,NA
Q1801850,Q777060,NA,NA
Q7801355,Q60068,NA,NA
Q44477,Q2831,NA,NA
Q4851347,Q4587296,NA,NA
Q3417921,Q4685799,NA,director
Q860775,Q859984,NA,NA
Q860775,Q860478,NA,NA
Q84796,Q362,NA,NA
Q491563,Q17503,NA,NA
Q2583894,Q53004,NA,NA
Q2583894,Q56009,NA,NA
Q1786324,Q218532,NA,NA
Q1786324,Q2263,NA,NA
Q375186,Q43203,NA,NA
Q16328827,Q182062,NA,NA
Q16249742,Q235918,NA,NA
Q1033690,Q80330,NA,NA
Q7288281,Q362,NA,NA
Q2066656,Q1143250,NA,NA
Q8019036,Q361,NA,NA
Q5504508,Q88997,NA,NA
Q4711649,Q1012991,NA,participant of
Q645611,Q232404,NA,NA
Q1229515,Q60453,NA,NA
Q25203049,Q1967342,NA,NA
Q982674,Q5083,NA,NA
Q113081,Q362,NA,NA
Q2433065,Q15695,NA,NA
Q1628377,Q171758,NA,NA
Q211953,Q42937,NA,NA
Q28451732,Q7897176,NA,NA
Q232000,Q41871,NA,NA
Q232000,Q59215,NA,NA
Q4165536,Q570572,NA,NA
Q4958117,Q1412872,NA,NA
Q30638544,Q7425841,NA,NA
Q60898,Q362,NA,participant of
Q878962,Q3856,NA,NA
Q7263617,Q7659958,NA,NA
Q3719527,Q13464,NA,NA
Q4294449,Q6866396,NA,NA
Q332412,Q362,NA,NA
Q2528147,Q2877193,NA,NA
Q160746,Q84812,NA,NA
Q160746,Q261057,NA,NA
Q1047372,Q2673907,NA,NA
Q7093161,Q104183,NA,NA
Q9610,Q3350196,NA,NA
Q9610,Q3350196,NA,NA
Q18150285,Q6211760,NA,operator
Q6242783,Q4870822,NA,NA
Q4649374,Q835835,NA,NA
Q4649374,Q2499899,NA,NA
Q2385932,Q81545,NA,NA
Q1130295,Q18,NA,NA
Q554843,Q276181,NA,language of work or name
Q240765,Q2555171,NA,NA
Q2916703,Q234743,NA,NA
Q6433023,Q527769,NA,NA
Q383054,Q5399482,NA,NA
Q2239874,Q3110254,NA,operator
Q7312269,Q362,NA,NA
Q6881047,Q4881878,NA,NA
Q1141252,Q279834,NA,NA
Q1141252,Q7352452,NA,NA
Q3698923,Q83189,NA,NA
Q7491916,Q325781,NA,military branch
Q17514523,Q5936662,NA,NA
Q17514523,Q8048050,NA,NA
Q17514523,Q2995800,NA,NA
Q88444,Q78994,NA,NA
Q7094261,Q7377094,NA,NA
Q7094261,Q278015,NA,NA
Q7094261,Q3519936,NA,NA
Q14412748,Q487643,NA,NA
Q316115,Q15696,NA,NA
Q19876026,Q7812055,NA,NA
Q6962690,Q808535,NA,NA
Q5967486,Q555323,NA,NA
Q3556340,Q361,NA,NA
Q5548450,Q182062,NA,NA
Q342130,Q889870,NA,NA
Q342130,Q889870,NA,NA
Q16254994,Q642827,NA,NA
Q3377186,Q200790,NA,NA
Q1136709,Q1193436,NA,NA
Q2214083,Q94247,NA,NA
Q180706,Q491775,NA,NA
Q1529215,Q1061576,NA,instance of
Q1529215,Q1061576,NA,instance of
Q1529215,Q1061576,NA,NA
Q3609630,Q26393,NA,NA
Q1122661,Q717618,NA,NA
Q6191666,Q2721855,NA,NA
Q500404,Q5665,NA,NA
Q2556213,Q46083,NA,screenwriter
Q6721872,Q14192100,NA,NA
Q6966484,Q861091,NA,NA
Q540956,Q932289,NA,NA
Q730321,Q239802,NA,NA
Q798349,Q7073640,NA,NA
Q798349,Q756111,NA,NA
Q672512,Q1151330,NA,NA
Q16056821,Q9570,NA,NA
Q1264138,Q3711,NA,NA
Q6733313,Q381477,NA,NA
Q93670,Q485557,NA,NA
Q93670,Q252290,NA,NA
Q16317281,Q278980,NA,NA
Q3918333,Q576974,NA,field of work
Q3045958,Q602696,NA,director
Q877647,Q106123,NA,part of
Q895162,Q207689,NA,NA
Q873288,Q2836315,NA,NA
Q7715492,Q708784,NA,NA
Q1042388,Q54371,NA,NA
Q7044785,Q992674,NA,NA
Q3927732,Q100440,NA,participant of
Q219482,Q362,NA,NA
Q157975,Q58592,NA,NA
Q2410987,Q4872295,NA,NA
Q28407247,Q3534435,NA,NA
Q3795499,Q124112,NA,NA
Q16911674,Q272773,NA,NA
Q16911674,Q282778,NA,NA
Q16911674,Q554065,NA,NA
Q28170395,Q239341,NA,NA
Q5331103,Q290666,NA,NA
Q7176104,Q376154,NA,screenwriter
Q101982,Q69233,NA,NA
Q4770622,Q362,NA,located in the administrative territorial entity
Q16252346,Q3345031,NA,NA
Q1493843,Q1010624,NA,NA
Q714824,Q174091,NA,NA
Q94150,Q94247,NA,operator
Q6201680,Q868203,NA,NA
Q852083,Q37643,NA,NA
Q6134852,Q5347524,NA,NA
Q94639,Q4926022,NA,NA
Q94639,Q94247,NA,NA
Q3481938,Q1101883,NA,NA
Q1137103,Q8047622,NA,NA
Q5153500,Q887532,NA,NA
Q403207,Q1253001,NA,main subject
Q800610,Q961290,NA,NA
Q800610,Q961290,NA,NA
Q7420603,Q8676,NA,NA
Q7518708,Q361,NA,NA
Q2813665,Q361,NA,participant of
Q2813665,Q362,NA,NA
Q918967,Q954302,NA,NA
Q1990128,Q3635399,NA,NA
Q51747,Q6478,NA,NA
Q51747,Q6418,NA,NA
Q51747,Q6425,NA,owned by
Q51747,Q906937,NA,NA
Q3563389,Q565751,NA,NA
Q58109,Q6416627,NA,NA
Q58109,Q7935988,NA,NA
Q58109,Q3595196,NA,participant of
Q730473,Q48337,NA,NA
Q730473,Q176455,NA,NA
Q730473,Q2680,NA,NA
Q1186348,Q79872,NA,NA
Q1929185,Q1794,NA,NA
Q2543022,Q10234,NA,NA
Q2620486,Q649,NA,NA
Q16025235,Q361,NA,NA
Q466436,Q725520,NA,NA
Q631448,Q19891,NA,NA
Q5716195,Q2415,NA,NA
Q2612642,Q2373436,NA,manufacturer
Q4975546,Q95055,NA,NA
Q2617225,Q2355775,NA,NA
Q10358977,Q362,NA,participant of
Q37,Q188047,NA,NA
Q9018,Q313301,NA,NA
Q3835858,Q55443,NA,participant of
Q801366,Q211265,NA,director
Q801366,Q211265,NA,work location
Q801366,Q938861,NA,NA
Q5640658,Q188250,NA,NA
Q192820,Q18357574,NA,NA
Q3348845,Q1348,NA,NA
Q5258350,Q362,NA,NA
Q2577945,Q2430103,NA,NA
Q20900119,Q379604,NA,NA
Q5413870,Q10257,NA,NA
Q6781157,Q6851037,NA,NA
Q21095435,Q2995800,NA,NA
Q6941132,Q1841331,NA,NA
Q1065180,Q361,NA,NA
Q17939,Q802411,NA,NA
Q17939,Q546683,NA,NA
Q96299,Q247875,NA,NA
Q7049845,Q7633789,NA,NA
Q2820496,Q4664211,NA,licensed to broadcast to
Q1145261,Q209579,NA,NA
Q6272449,Q42448,NA,NA
Q24901880,Q6443390,NA,operator
Q2600765,Q361,NA,NA
Q892726,Q2323239,NA,NA
Q6720983,Q158233,NA,NA
Q7748218,Q236711,NA,NA
Q6728469,Q2601257,NA,NA
Q3907717,Q50003,NA,NA
Q6688775,Q3141,NA,NA
Q2488942,Q2489258,NA,NA
Q869927,Q73772,NA,country of citizenship
Q6452673,Q442667,NA,NA
Q485890,Q484400,NA,NA
Q96773,Q4120832,NA,NA
Q930855,Q36036,NA,main subject
Q800854,Q802387,NA,NA
Q249707,Q558740,NA,NA
Q5633382,Q362,NA,NA
Q1974732,Q205355,NA,NA
Q3987491,Q78508,NA,NA
Q93898,Q1435,NA,NA
Q22251940,Q2197580,NA,NA
Q22251940,Q2999265,NA,director
Q22251940,Q195221,NA,NA
Q13115833,Q1151148,NA,NA
Q871787,Q1190152,NA,NA
Q6831117,Q286148,NA,NA
Q1607379,Q5092,NA,NA
Q7162968,Q856783,NA,NA
Q1420651,Q80739,NA,work location
Q16211757,Q14914,NA,NA
Q543350,Q802929,NA,NA
Q612296,Q534290,NA,main subject
Q59516,Q386495,NA,NA
Q115108,Q60949,NA,NA
Q1658460,Q592576,NA,NA
Q3077738,Q47899,NA,NA
Q20972659,Q3297972,NA,NA
Q946613,Q40531,NA,NA
Q79220,Q36620,NA,NA
Q79220,Q36620,NA,NA
Q3285133,Q436784,NA,mouth of the watercourse
Q23786764,Q317480,NA,NA
Q5758473,Q5492274,NA,NA
Q335182,Q916495,NA,NA
Q57170,Q362,NA,NA
Q68611,Q22910,NA,NA
Q1228376,Q65769,NA,participant of
Q2578832,Q29122,NA,NA
Q1041874,Q54371,NA,NA
Q7230844,Q1130401,NA,NA
Q5225953,Q4914768,NA,NA
Q28197588,Q7244937,NA,NA
Q16247450,Q7586164,NA,NA
Q1375889,Q106123,NA,NA
Q29261,Q1368421,NA,NA
Q327721,Q201054,NA,NA
Q9283413,Q2672972,NA,NA
Q223205,Q214456,NA,NA
Q154321,Q362,NA,NA
Q5883447,Q4540803,NA,director
Q628501,Q24826,NA,NA
Q3780491,Q10859,NA,screenwriter
Q13560135,Q953336,NA,NA
Q18844733,Q25089,NA,work location
Q814483,Q202735,NA,NA
Q5472229,Q23092085,NA,NA
Q330658,Q11436,NA,NA
Q4937565,Q4593853,NA,NA
Q2378,Q79872,NA,NA
Q2831155,Q44401,NA,military branch
Q5910215,Q952690,NA,NA
Q3281810,Q1058664,NA,NA
Q3997689,Q492238,NA,NA
Q3997689,Q189400,NA,NA
Q5730076,Q361,NA,NA
Q601964,Q43387,NA,NA
Q800479,Q317129,NA,NA
Q958348,Q31944,NA,NA
Q2186722,Q802754,NA,NA
Q5403094,Q174224,NA,NA
Q4811438,Q499397,NA,NA
Q4981181,Q228717,NA,NA
Q7910628,Q171771,NA,screenwriter
Q178966,Q23517,NA,NA
Q1500444,Q361,NA,participant of
Q6096947,Q7238167,NA,NA
Q970089,Q255070,NA,operator
Q970089,Q48410,NA,main subject
Q624204,Q86356,NA,NA
Q6948117,Q49179,NA,NA
Q1411854,Q210321,NA,NA
Q1486729,Q19892,NA,NA
Q1486729,Q19892,NA,NA
Q21598060,Q1530,NA,NA
Q5280522,Q210175,NA,director
Q24088358,Q281991,NA,NA
Q6937760,Q102341,NA,NA
Q6908070,Q5492274,NA,NA
Q6176623,Q248445,NA,NA
Q23017561,Q182349,NA,NA
Q838103,Q40475,NA,participant of
Q841849,Q989335,NA,NA
Q4690368,Q320115,NA,NA
Q253271,Q16572,NA,NA
